"id","title","original_title","year","runtime","poster_url","director","writer","cast","production_country","production_companies","genre","tag","keyword","plot","rating","vote_count","popularity","language","mprating","mprated_reason","awards","trailer_url"
"tt0112471","Before Sunrise","Before Sunrise",1995,101,"https://m.media-amazon.com/images/M/MV5BZDZhZmI1ZTUtYWI3NC00NTMwLTk3NWMtNDc0OGNjM2I0ZjlmXkEyXkFqcGc@._V1_.jpg","[""Richard Linklater""]","[""Richard Linklater"", ""Kim Krizan""]","[""Ethan Hawke"", ""Julie Delpy"", ""Andrea Eckert"", ""Hanno Pöschl"", ""Karl Bruckschwaiger"", ""Tex Rubinowitz"", ""Erni Mangold"", ""Dominik Castell"", ""Haymon Maria Buttinger"", ""Harald Waiglein"", ""Bilge Jeschim"", ""Kurti"", ""Hans Weingartner"", ""Liese Lyon"", ""Peter Ily Huemer"", ""Otto Reiter"", ""Hubert Fabian Kulterer"", ""Branko Andric""]","[""United States"", ""Austria""]","[""Castle Rock Entertainment"", ""Detour Filmproduction"", ""Filmhaus Wien Universa Filmproduktions""]","[""Comedy"", ""Drama"", ""Romance""]","[""Tragic Romance"", ""Comedy"", ""Drama"", ""Romance""]","[""train"", ""tourist"", ""kiss"", ""one night stand"", ""travelling by train"", ""love"", ""eurail pass"", ""train encounter"", ""life changing decision"", ""destiny"", ""coincidence"", ""palm reader"", ""vienna austria"", ""first part"", ""sunset"", ""restaurant"", ""religion"", ""crush"", ""bridge"", ""chance meeting"", ""dialogue driven"", ""existential drama"", ""reference to klaus kinski"", ""serendipity"", ""street performer"", ""statue"", ""harpsichord"", ""harpsichord player"", ""guitarist"", ""fountain"", ""danube river"", ""fortune teller"", ""time travel"", ""f rated"", ""reference to cinderella"", ""one day timespan"", ""one night timespan"", ""minimalism"", ""co written by director"", ""reference to honeymoon"", ""riding a ferris wheel"", ""passionate kiss"", ""american in austria"", ""cathedral"", ""writing a love poem"", ""drinking beer"", ""reading a book"", ""girlfriend breaks up with boyfriend"", ""reference to budapest hungary"", ""panhandling""]","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",8.1,366960,777.0,"[""English"", ""German"", ""French""]","R","some strong language","1 win & 7 nominations total","https://www.imdb.com/video/vi2797142297/"
"tt0113540","Kids","Kids",1995,91,"https://m.media-amazon.com/images/M/MV5BZDVlZjdkM2YtNTU3ZS00NjVmLWEwMWMtOWQ3MTM1Mzk4MWM2XkEyXkFqcGc@._V1_.jpg","[""Larry Clark""]","[""Harmony Korine"", ""Larry Clark""]","[""Leo Fitzpatrick"", ""Justin Pierce"", ""Chloë Sevigny"", ""Sarah Henderson"", ""Joseph Chan"", ""Johnathan Staci Kim"", ""Adriane Brown"", ""Sajan Bhagat"", ""Billy Valdes"", ""Billy Waldeman"", ""Javier Nunez"", ""Luis Núñez"", ""Christian Bruna"", ""Alex Glen"", ""Rosario Dawson"", ""Julia Mendoza"", ""Gillian Goldstein"", ""Priscilla Forsyth""]","[""United States""]","[""Guys Upstairs"", ""Independent Pictures (II)"", ""Kids NY Limited""]","[""Drama""]","[""Coming-of-Age"", ""Teen Drama"", ""Tragedy"", ""Drama""]","[""virgin"", ""teenage boy"", ""coming of age"", ""sexual promiscuity"", ""teen sexuality"", ""swimming in underwear"", ""teenage rape"", ""first time sex"", ""virginity"", ""teenage sexuality"", ""new york city"", ""drugs"", ""aids"", ""underage drinking"", ""marijuana"", ""underage sex"", ""defloration"", ""teenage sex"", ""street child"", ""transgressive film"", ""sex"", ""puberty"", ""1990s"", ""night swimming"", ""undressing"", ""drug use"", ""lesbianism"", ""naive young woman"", ""underwear"", ""stripping"", ""promiscuity"", ""hiv"", ""street life"", ""date rape"", ""rape"", ""teenage girl"", ""sexual abuse"", ""loss of virginity"", ""female nudity"", ""swimming"", ""mismatched bra and panties"", ""skateboarding"", ""skateboarder"", ""see through bra"", ""panties"", ""swimming pool"", ""female frontal nudity"", ""statutory rape"", ""one word title"", ""underage smoking"", ""sexually transmitted disease"", ""venereal disease"", ""exploitation"", ""beaten up"", ""teens beat a man"", ""getting jumped"", ""seduction and abandonment"", ""casual sex"", ""food"", ""swearing"", ""new york"", ""street"", ""party"", ""wet hair"", ""spitting"", ""spit"", ""nurse"", ""kiss"", ""kissing while having sex"", ""teenager"", ""troubled teen"", ""teenage girl wears underwear"", ""kicking"", ""beating"", ""inner city"", ""one day timespan"", ""drug abuse"", ""medical test"", ""medical examination"", ""bedroom"", ""violence"", ""skateboard"", ""independent film"", ""actor shares first name with character"", ""cigarette smoking"", ""hiv positive"", ""skateboarding video"", ""african american"", ""smoking marijuana"", ""cannabis use"", ""gay slur"", ""bed"", ""festival"", ""lesbian character"", ""obscene finger gesture"", ""casual virgin sex"", ""sex with a virgin"", ""virgin sex"", ""predator"", ""sexual predator""]","A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",7.0,89964,"","[""English"", ""Spanish""]","","","1 win & 5 nominations total","https://www.imdb.com/video/vi613679385/"
"tt0112461","The Basketball Diaries","The Basketball Diaries",1995,102,"https://m.media-amazon.com/images/M/MV5BOGQ0YmUzZDctOThjOC00MWYzLWE2ZGEtZjQyNmEyZGI4YjVjXkEyXkFqcGc@._V1_.jpg","[""Scott Kalvert""]","[""Jim Carroll"", ""Bryan Goluboff""]","[""Leonardo DiCaprio"", ""Lorraine Bracco"", ""Marilyn Sokol"", ""James Madio"", ""Patrick McGaw"", ""Mark Wahlberg"", ""Roy Cooper"", ""Vincent Pastore"", ""Bruno Kirby"", ""Jimmy Papiris"", ""Nick Gaetani"", ""Alexander Chaplin"", ""Ben Jorgensen"", ""Josh Mostel"", ""Juliette Lewis"", ""Michael Imperioli"", ""Akiko Ashley"", ""Ernie Hudson""]","[""United States""]","[""New Line Cinema"", ""Island Pictures""]","[""Biography"", ""Crime"", ""Drama"", ""Sport""]","[""Basketball"", ""Psychological Drama"", ""True Crime"", ""Biography"", ""Crime"", ""Drama"", ""Sport""]","[""gay coach"", ""talking about masturbation"", ""basketball sport"", ""male prostitute"", ""handsome man"", ""bare chested teenage boy"", ""gay character"", ""addiction"", ""high school"", ""high school basketball"", ""leukemia"", ""boys' locker room"", ""erection"", ""pornography"", ""boys' school"", ""hand on crotch"", ""male rear nudity"", ""tank top"", ""sunbathing"", ""male wears underwear"", ""taking off underwear"", ""rear nudity"", ""childhood friend"", ""student athlete"", ""schoolteacher"", ""watching tv"", ""based on real person"", ""20th century"", ""craving"", ""criminal"", ""death of best friend"", ""f word"", ""violence"", ""vito russo test passed"", ""man uses a wheelchair"", ""man wears a tank top"", ""sport in title"", ""cameo"", ""original author as character"", ""teenager"", ""true crime"", ""world"", ""sex scene"", ""surrealism"", ""running through a field"", ""neighbor neighbor relationship"", ""classmate classmate relationship"", ""straight actor plays a gay character"", ""psychological"", ""three word title""]","A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.",7.3,129201,"","[""English""]","R","graphic depiction of drug addiction with related strong violence,sexuality and language","1 win & 2 nominations total","https://www.imdb.com/video/vi378470681/"
"tt0112585","The Brothers McMullen","The Brothers McMullen",1995,98,"https://m.media-amazon.com/images/M/MV5BZDQ3MmE1NWItMGIzNi00NWZjLTgzZDMtYmY5YjdhNDQ0NjcxXkEyXkFqcGc@._V1_.jpg","[""Edward Burns""]","[""Edward Burns""]","[""Jack Mulcahy"", ""Michael McGlone"", ""Edward Burns"", ""Shari Albert"", ""Maxine Bahns"", ""Catharine Bolz"", ""Connie Britton"", ""Peter Johansen"", ""Jennifer Jostyn"", ""Elizabeth McKay""]","[""United States""]","[""Brothers McMullen Productions"", ""Marlboro Road Gang Productions"", ""Videography""]","[""Comedy"", ""Drama"", ""Romance""]","[""Comedy"", ""Drama"", ""Romance""]","[""irish catholic"", ""low budget film"", ""loss of father"", ""abusive father"", ""irish american"", ""new york"", ""independent film"", ""husband wife relationship"", ""brother brother relationship"", ""live action"", ""love"", ""true love"", ""marriage"", ""catholic"", ""screenwriter"", ""religion"", ""long island new york"", ""irish"", ""sex talk"", ""modern love"", ""guilt"", ""funeral"", ""condom"", ""writer"", ""sex"", ""profanity"", ""fear of commitment"", ""written and directed by cast member"", ""mother son relationship"", ""boyfriend girlfriend relationship"", ""beer"", ""banana"", ""directed by star"", ""new york city"", ""character name in title""]","Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity.",6.6,8564,"","[""English""]","R","language and some sexuality","4 wins & 1 nomination total","https://www.imdb.com/video/vi1686765849/"
"tt0114608","Tales from the Crypt: Demon Knight","Tales from the Crypt: Demon Knight",1995,92,"https://m.media-amazon.com/images/M/MV5BNjY0ZGJkYjYtOTI4Ni00MzJiLTg2OWItMmJmNWMxODIzOTM5XkEyXkFqcGc@._V1_.jpg","[""Ernest R. Dickerson""]","[""Ethan Reiff"", ""Cyrus Voris"", ""Mark Bishop""]","[""Billy Zane"", ""William Sadler"", ""Jada Pinkett Smith"", ""Brenda Bakke"", ""CCH Pounder"", ""Dick Miller"", ""Thomas Haden Church"", ""John Schuck"", ""Charles Fleischer"", ""Tim DeZarn"", ""Sherrie Rose"", ""Ryan O'Donohue"", ""Tony Salome"", ""Ken Baldwin"", ""Chasey Lain"", ""Reda Beebe"", ""Te-See Bender"", ""Traci Bingham""]","[""United States""]","[""Universal Pictures"", ""Tales From The Crypt Holdings""]","[""Action"", ""Fantasy"", ""Horror"", ""Thriller""]","[""Zombie Horror"", ""Action"", ""Fantasy"", ""Horror"", ""Thriller""]","[""gore"", ""demon"", ""church"", ""prostitute"", ""african american woman"", ""zombie attack"", ""monster"", ""zombie"", ""blood splatter"", ""possession"", ""supernatural power"", ""brutality"", ""mind control"", ""psychic"", ""scene during opening credits"", ""survival horror"", ""world war one"", ""explosion"", ""self sacrifice"", ""showdown"", ""fantasy sequence"", ""car accident"", ""macguffin"", ""holy blood"", ""motel"", ""courage"", ""surprise after end credits"", ""siege"", ""breaking the fourth wall"", ""illusion"", ""temptation"", ""sex scene"", ""blood of christ"", ""alcoholic"", ""person on fire"", ""stabbed in the eye"", ""crypt keeper"", ""good versus evil"", ""exploding car"", ""shot in the eye"", ""decapitation"", ""demonic possession"", ""title spoken by character"", ""surprise ending"", ""bus"", ""pun"", ""shotgun"", ""interrupted sex"", ""woman in a bathtub"", ""filmmaking"", ""hand grenade"", ""breasts"", ""female frontal nudity"", ""bloody violence"", ""graphic violence"", ""mutilation"", ""slaughter"", ""fear"", ""flesh eating zombie"", ""violence"", ""murder"", ""loud sex"", ""woman on top"", ""film set"", ""glowing eyes"", ""blood"", ""corpse"", ""reanimated corpse"", ""psychological manipulation"", ""manipulation"", ""wisecrack humor"", ""scene before opening credits"", ""survival"", ""flashback"", ""year 1917"", ""sheriff"", ""arrest"", ""diner"", ""hallucination"", ""car chase"", ""opening action scene"", ""spitting in someone's face"", ""spitting blood"", ""mailman"", ""double entendre"", ""caught having sex"", ""attic"", ""assumed identity"", ""anti hero"", ""scene after end credits"", ""on the run"", ""bow and arrow"", ""key"", ""artifact"", ""black cat"", ""postal worker"", ""deputy sheriff"", ""attempted escape"", ""covered in blood"", ""arm ripped off""]","High-level demons collect low-level demons as warriors in attempt to obtain a key containing the blood of Christ. The key is guarded by immortal warriors called Demon Knights.",6.7,27875,"","[""English""]","R","gore, horror violence, sexuality and language","2 wins & 2 nominations total","https://www.imdb.com/video/vi720352793/"
"tt0113326","Rumble in the Bronx","Hung fan kui",1996,87,"https://m.media-amazon.com/images/M/MV5BNWUxMDcyZTMtYzJjMi00Y2Q1LWE3NWMtNTRiNGQxZTljYjE2XkEyXkFqcGc@._V1_.jpg","[""Stanley Tong""]","[""Edward Tang"", ""Fibe Ma""]","[""Jackie Chan"", ""Anita Mui"", ""Françoise Yip"", ""Bill Tung"", ""Marc Akerstream"", ""Garvin Cross"", ""Morgan Lam"", ""Ailen Sit"", ""Man-Ching Chan"", ""Fred Andrucci"", ""Mark Antoniuk"", ""Lauro David Chartrand-Del Valle"", ""Chris Franco"", ""Lance Gibson"", ""David Hooper"", ""Kathy Hubble"", ""Terrance Leigh"", ""Dean McKenzie""]","[""Hong Kong""]","[""Golden Harvest Company"", ""Golden Way Films Ltd."", ""Maple Ridge Films""]","[""Action"", ""Comedy"", ""Crime"", ""Thriller""]","[""Dark Comedy"", ""Kung Fu"", ""Martial Arts"", ""Action"", ""Comedy"", ""Crime"", ""Thriller""]","[""male rear nudity"", ""chinese american"", ""body lands on a car"", ""child in jeopardy"", ""martial arts action"", ""dark comedy"", ""chinese abroad"", ""chinese in usa"", ""chinese in america"", ""live action"", ""kung fu action"", ""bloopers during credits"", ""hovercraft"", ""mooning"", ""male nudity"", ""coors light"", ""coast guard"", ""helicopter"", ""collapsing building"", ""sunglasses"", ""police car"", ""undercover"", ""wearing a sound wire"", ""car crash"", ""beer bottle"", ""umbrella"", ""bus"", ""school bus"", ""robbery"", ""drunkenness"", ""cell phone"", ""gash in the face"", ""kicking in a door"", ""home invasion"", ""golf course"", ""rear nudity"", ""tattoo"", ""stick fight"", ""vomit"", ""pool hall"", ""pool table"", ""news report"", ""escape"", ""rescue"", ""hostage"", ""kidnapping"", ""popcorn"", ""ice cream"", ""crutches"", ""little boy""]","A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.",6.8,48499,"","[""English"", ""Cantonese""]","R","some language and violent sequences","2 wins & 11 nominations total","https://www.imdb.com/video/vi2139095321/"
"tt0113870","Murder in the First","Murder in the First",1995,122,"https://m.media-amazon.com/images/M/MV5BYjY0NTZjNzgtMjU1Mi00Nzk5LTg1MmQtODRjMTEyYTFhZTAxXkEyXkFqcGc@._V1_.jpg","[""Marc Rocco""]","[""Dan Gordon""]","[""Christian Slater"", ""Kevin Bacon"", ""Gary Oldman"", ""Embeth Davidtz"", ""William H. Macy"", ""Stephen Tobolowsky"", ""Brad Dourif"", ""R. Lee Ermey"", ""Mia Kirshner"", ""Ben Slack"", ""Stefan Gierasch"", ""Kyra Sedgwick"", ""Alex Bookston"", ""Richie Allan"", ""Herb Ritts"", ""Charles Boswell"", ""David Michael Sterling"", ""Michael Melvin""]","[""France"", ""United States""]","[""Warner Bros."", ""Canal+"", ""The Wolper Organization""]","[""Drama"", ""Thriller""]","[""Legal Thriller"", ""Drama"", ""Thriller""]","[""alcatraz"", ""solitary confinement"", ""prisoner abuse"", ""escape attempt"", ""american lawyer"", ""american justice"", ""american prison"", ""american prisoner"", ""dungeon"", ""prison"", ""rookie"", ""inmate"", ""courtroom"", ""murder"", ""penal system"", ""1940s"", ""san francisco california"", ""institutional life"", ""institutional brutality"", ""court trial"", ""torture"", ""corporal punishment"", ""based on true story"", ""oral sex"", ""warden"", ""armed guard"", ""lawyer"", ""robbery"", ""post office"", ""federal crime"", ""convicted"", ""reporter"", ""headline"", ""newspaper"", ""crying man"", ""man wears eyeglasses"", ""legal thriller"", ""human cruelty"", ""judicial system"", ""live action"", ""killing"", ""1930s"", ""rehabilitation"", ""testimony"", ""courthouse"", ""year 1938"", ""year 1941"", ""first person narration"", ""reference to jung"", ""prison reform"", ""sex in a prison"", ""san francisco bay"", ""media frenzy"", ""victory"", ""prosecuting attorney"", ""perfume"", ""female lawyer"", ""crime against humanity"", ""brother brother relationship"", ""brother betrays brother"", ""28 year old"", ""24 year old"", ""straight razor"", ""spoon"", ""black and white scene"", ""four word title"", ""chinatown"", ""reference to j. edgar hoover"", ""reference to joe louis"", ""reference to wee willie keeler"", ""reference to charles dickens"", ""witness chair"", ""trolley"", ""rural post office"", ""older brother"", ""mess hall"", ""impotence"", ""flashback"", ""first person narrative"", ""fellatio"", ""deputy warden"", ""bird's eye shot"", ""morley cigarettes"", ""trolley car"", ""theft"", ""shaving"", ""shaved head"", ""reference to rita hayworth"", ""reference to machine gun kelly"", ""reference to lou gehrig"", ""reference to clarence darrow"", ""reference to betty grable"", ""reference to joe dimaggio"", ""pushed down stairs"", ""prostitute"", ""prostitute visits inmate"", ""newsreel"", ""masturbation"", ""limp"", ""killed with a spoon"", ""judge"", ""boyfriend girlfriend relationship"", ""fireworks"", ""facial scar"", ""brother sister relationship"", ""baseball fan"", ""rotten teeth"", ""american flag"", ""male nudity""]","An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.",7.3,32253,"","[""English""]","R","strong images of prison brutalities, sexuality and language","2 wins & 2 nominations total",""
"tt0110604","Mute Witness","Mute Witness",1995,95,"https://m.media-amazon.com/images/M/MV5BYTUzNTMwNmEtODkyNC00ZDcxLWE5ZTYtMDczYjg4NzhiZmM1XkEyXkFqcGc@._V1_.jpg","[""Anthony Waller""]","[""Anthony Waller""]","[""Marina Zudina"", ""Fay Ripley"", ""Evan Richards"", ""Oleg Yankovskiy"", ""Igor Volkov"", ""Sergei Karlenkov"", ""Alec Guinness"", ""Aleksandr Pyatkov"", ""Nikolai Pastukhov"", ""Aleksandr Bureyev"", ""Stephen Bouser"", ""Valeri Barakhtin"", ""Nikolay Chindyaykin"", ""Vyacheslav Naumenko"", ""Larisa Khusnullina"", ""Olga Tolstetskaya"", ""Denis Karasyov"", ""Igor Ilin""]","[""United Kingdom"", ""Russia"", ""Germany""]","[""Avrora Media"", ""Cobblestone Pictures"", ""Comet Film Produktion GmbH""]","[""Crime"", ""Horror"", ""Thriller""]","[""Dark Comedy"", ""Slasher Horror"", ""Crime"", ""Horror"", ""Thriller""]","[""mute"", ""russian mafia"", ""cult film"", ""dark comedy"", ""snuff movie"", ""chase"", ""female rear nudity"", ""female frontal nudity"", ""female full frontal nudity"", ""female star appears nude"", ""slasher"", ""neo hitchcock"", ""escape"", ""artist"", ""slasher horror"", ""snuff"", ""diskette"", ""police"", ""murder"", ""hitchcockian"", ""flashback"", ""taking a bath"", ""reference to alfred hitchcock"", ""vertigo shot"", ""red square"", ""moscow russia"", ""dead body"", ""movie prop"", ""destroying a room"", ""held at gunpoint"", ""f word"", ""language barrier"", ""handcuffed to a steering wheel"", ""home invasion"", ""knife throwing"", ""disbelieving authority"", ""killing a dog"", ""sign language"", ""film within a film"", ""psychopath"", ""hit with a gun butt"", ""nightmare"", ""corpse"", ""undercover cop"", ""disposing of a dead body"", ""electrocution"", ""sister sister relationship"", ""female nudity"", ""exploding car"", ""faked death"", ""shot in the cheek"", ""masked killer"", ""unsubtitled foreign language"", ""american abroad"", ""voyeur"", ""violence"", ""snuff film"", ""flashing"", ""fake knife"", ""death"", ""blood"", ""bathtub"", ""nudity"", ""filmmaking"", ""russia"", ""independent film"", ""surprise ending""]","A mute make-up artist working on a slasher movie being shot in Moscow, is locked in the studio after hours. While there, she witnesses a brutal murder, and must escape capture.",6.7,7989,"","[""English"", ""Russian""]","R","violence and a strong scene combining sex and violence","3 wins & 3 nominations total",""
"tt0113677","Living in Oblivion","Living in Oblivion",1995,90,"https://m.media-amazon.com/images/M/MV5BMzUyMmFhMTAtM2MzNS00ODZkLWIwM2UtYTA2OTAzYzA5OWMxXkEyXkFqcGc@._V1_.jpg","[""Tom DiCillo""]","[""Tom DiCillo""]","[""Steve Buscemi"", ""Catherine Keener"", ""Dermot Mulroney"", ""Danielle von Zerneck"", ""James Le Gros"", ""Rica Martens"", ""Peter Dinklage"", ""Kevin Corrigan"", ""Hilary Gilford"", ""Robert Wightman"", ""Tom Jarmusch"", ""Michael Griffiths"", ""Matthew Grace"", ""Ryan Bowker"", ""Francesca DiMauro"", ""Norman Fields"", ""Lori Tan Chinn"", ""Vincenzo Amelia""]","[""United States""]","[""JDI Productions"", ""Lemon Sky Productions""]","[""Comedy"", ""Drama""]","[""Satire"", ""Comedy"", ""Drama""]","[""filmmaking"", ""nightmare"", ""dream sequence"", ""cinematographer"", ""film director"", ""assistant director"", ""film within a film"", ""dream"", ""actress"", ""independent film"", ""neo screwball comedy"", ""looking at oneself in a mirror"", ""female topless nudity"", ""begins with a dream"", ""implied casual sex"", ""woman with armpit hair"", ""wristwatch alarm"", ""bare chested male"", ""talking to a mirror"", ""satire comedy"", ""female armpit hair"", ""crying"", ""eyepatch"", ""live action"", ""female star appears nude"", ""filmmaker"", ""vomiting"", ""cult film"", ""movie camera"", ""walking through a door"", ""screenwriter"", ""writer"", ""film script"", ""preparation h"", ""espresso"", ""flashback"", ""little person"", ""reference to maurice chevalier"", ""cheeseburger"", ""waitress"", ""underwear"", ""driver"", ""alarm clock"", ""nurse"", ""samurai"", ""reference to quentin tarantino"", ""film business"", ""love"", ""mirror"", ""smoke machine"", ""wedding dress"", ""cigarette smoking"", ""walkie talkie"", ""makeup artist"", ""reference to richard gere"", ""reference to winona ryder"", ""reference to michelle pfeiffer"", ""fight"", ""diner"", ""struggling actor"", ""screenplay"", ""mother daughter relationship"", ""food poisoning"", ""fictional awards show"", ""nervous breakdown"", ""movie set"", ""mother son relationship"", ""hotel"", ""female nudity"", ""fantasy sequence"", ""camera crew"", ""boyfriend girlfriend relationship"", ""satire"", ""anxiety"", ""actor""]","This ultimate tribute to all independent filmmakers takes place during one day on the set of a non-budget movie.",7.5,21297,"","[""English""]","R","strong language","7 wins & 8 nominations total","https://www.imdb.com/video/vi111870233/"
"tt0114323","Safe","Safe",1995,119,"https://m.media-amazon.com/images/M/MV5BMmFlNmIyZGEtMzdjZS00NTQwLTg3NmEtNjFmMDU0NTQwOGRmXkEyXkFqcGc@._V1_.jpg","[""Todd Haynes""]","[""Todd Haynes""]","[""Julianne Moore"", ""Xander Berkeley"", ""Dean Norris"", ""Julie Burgess"", ""Ronnie Farer"", ""Jodie Markell"", ""Susan Norman"", ""Martha Velez"", ""Chauncey Leopardi"", ""Saachiko"", ""Tim Gardner"", ""Wendy Haynes"", ""Allan Wasserman"", ""Jean St. James"", ""Steven Gilborn"", ""Janel Moloney"", ""Brendan Dolan"", ""John Apicella""]","[""United States"", ""United Kingdom""]","[""American Playhouse Theatrical Films"", ""Killer Films"", ""Chemical Films""]","[""Drama""]","[""Drama""]","[""psychiatrist"", ""housewife"", ""allergy"", ""san fernando valley california"", ""desert landscape"", ""los angeles california"", ""arizona desert"", ""psychosomatic illness"", ""female protagonist"", ""chronic illness"", ""allegory"", ""quarantine"", ""paranoia"", ""f rated"", ""written by director"", ""doctor's visit"", ""hair perm"", ""baby shower"", ""taxi"", ""year 1987"", ""environmental horror"", ""husband wife estrangement"", ""health retreat"", ""social drama"", ""social isolation"", ""invisible danger"", ""immunity"", ""multiple chemical sensitivity"", ""suburban housewife"", ""social exile"", ""motivational speaker"", ""ambiguous ending"", ""stepson"", ""isolation pod"", ""oxygen canister"", ""sensitivity test"", ""emotional isolation"", ""former drug addict"", ""charismatic leader"", ""mansion"", ""dining hall"", ""igloo"", ""haynes and moore"", ""cigarette smoking"", ""f word"", ""coughing"", ""husband wife relationship"", ""homemaker"", ""self seriousness"", ""freeway"", ""father son relationship"", ""sense of smell"", ""sterility"", ""lgbtq film"", ""suburbia"", ""artificial environment"", ""seizure"", ""stepmother stepson relationship"", ""withdrawal"", ""cologne"", ""fruit diet"", ""irreverence"", ""upper middle class"", ""gym"", ""environmental illness"", ""workout"", ""malaise"", ""hypersensitivity"", ""toxin"", ""stasis"", ""shopping mall"", ""doctor"", ""psychological"", ""illness"", ""pollution"", ""nosebleed"", ""weight loss"", ""malnutrition"", ""ambient music"", ""surrealism"", ""medicine"", ""medical profession"", ""patient"", ""group therapy"", ""couch"", ""aerobics"", ""sickness"", ""1980s"", ""disease"", ""independent film"", ""milk allergy"", ""pandemic"", ""coronavirus"", ""covid 19""]","An affluent and unexceptional homemaker in the suburbs develops multiple chemical sensitivity.",7.1,18721,"","[""English"", ""Spanish""]","R","a sex scene and brief language","4 wins & 13 nominations total","https://www.imdb.com/video/vi3649044761/"
